Chase Utley	statsd.aspx?playerid=1679&position=2B
Roger Bernadina	statsd.aspx?playerid=6421&position=OF
Luis Jimenez	statsd.aspx?playerid=6341&position=3B
Taylor Green	statsd.aspx?playerid=9147&position=1B/3B
Bill Selby	statsd.aspx?playerid=405&position=2B/3B
Mark Johnson	statsd.aspx?playerid=1376&position=1B
Eric Fryer	statsd.aspx?playerid=8145&position=C
Mike Sweeney	statsd.aspx?playerid=634&position=1B/DH
Roger Cedeno	statsd.aspx?playerid=869&position=OF
Juan Uribe	statsd.aspx?playerid=454&position=3B/SS
Jesse Garcia	statsd.aspx?playerid=1418&position=2B/SS
Chris Owings	statsd.aspx?playerid=10030&position=2B/SS
Eric Byrnes	statsd.aspx?playerid=905&position=OF
Javier Baez	statsd.aspx?playerid=12979&position=2B/SS
Wilmer Difo	statsd.aspx?playerid=14320&position=2B/SS
Bobby Kielty	statsd.aspx?playerid=736&position=OF
Josh Wilson	statsd.aspx?playerid=2102&position=SS
Tyler Moore	statsd.aspx?playerid=7244&position=1B/OF
Daniel Fields	statsd.aspx?playerid=10390&position=OF
Kyle Skipworth	statsd.aspx?playerid=5298&position=C
Aaron Hicks	statsd.aspx?playerid=5297&position=OF
Austin Slater	statsd.aspx?playerid=16153&position=OF
A.J. Pollock	statsd.aspx?playerid=9256&position=OF
Preston Wilson	statsd.aspx?playerid=545&position=OF
Munenori Kawasaki	statsd.aspx?playerid=13047&position=2B/SS
Chris Gomez	statsd.aspx?playerid=1208&position=SS
Carlos Guillen	statsd.aspx?playerid=1079&position=SS
Travis Jankowski	statsd.aspx?playerid=13768&position=OF
Jai Miller	statsd.aspx?playerid=5715&position=OF
Jermaine Clark	statsd.aspx?playerid=1664&position=2B/OF
Tripp Cromer	statsd.aspx?playerid=1719&position=SS
Xavier Nady	statsd.aspx?playerid=1658&position=OF
Marcus Thames	statsd.aspx?playerid=1523&position=DH/OF
Jamey Carroll	statsd.aspx?playerid=1591&position=2B/3B
Ivan Rodriguez	statsd.aspx?playerid=1275&position=C
Stuart Turner	statsd.aspx?playerid=15207&position=C
Lorenzo Cain	statsd.aspx?playerid=9077&position=OF
A.J. Hinch	statsd.aspx?playerid=606&position=C
Devon Travis	statsd.aspx?playerid=13862&position=2B
Devin Mesoraco	statsd.aspx?playerid=5666&position=C
Michael Ryan	statsd.aspx?playerid=1643&position=OF
Morgan Ensberg	statsd.aspx?playerid=556&position=3B
Angel Salome	statsd.aspx?playerid=7536&position=PH/PR
Wiki Gonzalez	statsd.aspx?playerid=1033&position=C
Miguel Cairo	statsd.aspx?playerid=1412&position=2B
Rio Ruiz	statsd.aspx?playerid=14103&position=3B
Scott Podsednik	statsd.aspx?playerid=1095&position=OF
Jason Bartlett	statsd.aspx?playerid=8219&position=SS
Dave Hansen	statsd.aspx?playerid=1403&position=1B/3B
Xavier Avery	statsd.aspx?playerid=8471&position=OF
Jonathan Diaz	statsd.aspx?playerid=4142&position=SS
Brett Wallace	statsd.aspx?playerid=8434&position=1B
Aaron Hill	statsd.aspx?playerid=6104&position=2B
Anthony Gose	statsd.aspx?playerid=5097&position=OF
Chris Gimenez	statsd.aspx?playerid=7324&position=C
Orlando Merced	statsd.aspx?playerid=1393&position=1B/OF
Rajai Davis	statsd.aspx?playerid=3708&position=OF
Brandon Moss	statsd.aspx?playerid=4467&position=1B/OF
Rafael Bautista	statsd.aspx?playerid=15769&position=OF
Kyle Waldrop	statsd.aspx?playerid=11402&position=OF
Matt Diaz	statsd.aspx?playerid=1771&position=OF
Jhonny Peralta	statsd.aspx?playerid=1738&position=SS
Ryan Strausborger	statsd.aspx?playerid=10937&position=OF
Phillip Ervin	statsd.aspx?playerid=14738&position=OF
Kory DeHaan	statsd.aspx?playerid=1027&position=OF
Jed Lowrie	statsd.aspx?playerid=4418&position=2B/SS
Jemile Weeks	statsd.aspx?playerid=2498&position=2B
Carlos Peguero	statsd.aspx?playerid=8760&position=OF
Rhys Hoskins	statsd.aspx?playerid=16472&position=OF
Cam Perkins	statsd.aspx?playerid=13444&position=OF
Ben Johnson	statsd.aspx?playerid=2731&position=OF
Gary Brown	statsd.aspx?playerid=11464&position=OF
Eric Young	statsd.aspx?playerid=7158&position=OF
Craig Wilson	statsd.aspx?playerid=1015&position=1B/OF
Brandon Allen	statsd.aspx?playerid=7436&position=1B
Don Kelly	statsd.aspx?playerid=2216&position=OF
Adam Jones	statsd.aspx?playerid=6368&position=OF
Richard Hidalgo	statsd.aspx?playerid=561&position=OF
Luke Maile	statsd.aspx?playerid=13355&position=C
Jerry Hairston	statsd.aspx?playerid=144&position=2B/OF
Alex Gonzalez	statsd.aspx?playerid=281&position=SS
Travis Chapman	statsd.aspx?playerid=1840&position=3B
Jordan Patterson	statsd.aspx?playerid=15119&position=OF
Jose Constanza	statsd.aspx?playerid=6003&position=OF
Ed Lucas	statsd.aspx?playerid=7532&position=3B
Moises Sierra	statsd.aspx?playerid=6050&position=OF
Mark Kiger	statsd.aspx?playerid=4632&position=1B
David Adams	statsd.aspx?playerid=7389&position=3B
Melvin Mora	statsd.aspx?playerid=157&position=3B
John Nelson	statsd.aspx?playerid=3640&position=1B/SS
James McCann	statsd.aspx?playerid=12859&position=C
Mike Rose	statsd.aspx?playerid=2278&position=C
J.B. Shuck	statsd.aspx?playerid=6677&position=OF
Drew Sutton	statsd.aspx?playerid=7430&position=2B/OF
Rhyne Hughes	statsd.aspx?playerid=9955&position=1B
Scott Hatteberg	statsd.aspx?playerid=916&position=C/1B
Jabari Blash	statsd.aspx?playerid=11247&position=OF
Engel Beltre	statsd.aspx?playerid=4918&position=OF
Oswaldo Arcia	statsd.aspx?playerid=10306&position=OF
Cody Clark	statsd.aspx?playerid=6019&position=C
Tommy Medica	statsd.aspx?playerid=11147&position=1B
Matt LaPorta	statsd.aspx?playerid=2280&position=1B
Luis Gonzalez	statsd.aspx?playerid=1860&position=2B
Josh Hamilton	statsd.aspx?playerid=1875&position=OF
Desi Relaford	statsd.aspx?playerid=1096&position=SS
Adam Riggs	statsd.aspx?playerid=492&position=2B/OF
Chris Nelson	statsd.aspx?playerid=8175&position=3B
Greg Golson	statsd.aspx?playerid=8074&position=OF
Brad Harman	statsd.aspx?playerid=5312&position=2B/3B
Todd Zeile	statsd.aspx?playerid=457&position=3B
Al Martin	statsd.aspx?playerid=1167&position=OF
Drew Meyer	statsd.aspx?playerid=4738&position=2B
Charlie Tilson	statsd.aspx?playerid=12983&position=OF
Erick Almonte	statsd.aspx?playerid=808&position=SS
Jack Cust	statsd.aspx?playerid=1564&position=DH/OF
Felix Pie	statsd.aspx?playerid=3751&position=OF
Brian Buchanan	statsd.aspx?playerid=720&position=OF
Adrian Nieto	statsd.aspx?playerid=10294&position=C
Marcus Giles	statsd.aspx?playerid=89&position=2B
Damon Hollins	statsd.aspx?playerid=1919&position=OF
Evan Longoria	statsd.aspx?playerid=9368&position=3B
Augie Ojeda	statsd.aspx?playerid=297&position=2B/3B/SS
Sandy Alomar Jr.	statsd.aspx?playerid=221&position=C
Wendell Magee	statsd.aspx?playerid=477&position=OF
Andre Ethier	statsd.aspx?playerid=6265&position=OF
Jose Bautista	statsd.aspx?playerid=1887&position=OF
Alex Gordon	statsd.aspx?playerid=5209&position=OF
Steve Lombardozzi	statsd.aspx?playerid=5422&position=2B/OF
Brock Holt	statsd.aspx?playerid=9345&position=3B/OF
Andy Abad	statsd.aspx?playerid=506&position=1B
Jose Peraza	statsd.aspx?playerid=13593&position=2B/SS
Alex Arias	statsd.aspx?playerid=123&position=3B/SS
Argenis Reyes	statsd.aspx?playerid=3285&position=2B
Tyler Greene	statsd.aspx?playerid=4675&position=2B/SS
Robinson Cano	statsd.aspx?playerid=3269&position=2B
Matt Brown	statsd.aspx?playerid=6384&position=3B
Joey Butler	statsd.aspx?playerid=7799&position=DH/OF
Cristhian Adames	statsd.aspx?playerid=6013&position=SS
Mike Caruso	statsd.aspx?playerid=595&position=SS
Tony Sanchez	statsd.aspx?playerid=6178&position=C
Robert Andino	statsd.aspx?playerid=4900&position=2B/SS
Brett Hayes	statsd.aspx?playerid=4293&position=C
Ozzie Albies	statsd.aspx?playerid=16556&position=2B
Wilson Delgado	statsd.aspx?playerid=1150&position=2B/SS
J.C. Boscan	statsd.aspx?playerid=2324&position=C
Rene Tosoni	statsd.aspx?playerid=7099&position=OF
Alberto Gonzalez	statsd.aspx?playerid=4906&position=2B/SS
Pedro Ciriaco	statsd.aspx?playerid=5278&position=3B/SS
Brian Bocock	statsd.aspx?playerid=3534&position=SS
Victor Diaz	statsd.aspx?playerid=3424&position=OF
Josh Barfield	statsd.aspx?playerid=3622&position=2B
Steve Torrealba	statsd.aspx?playerid=119&position=C
Matt den Dekker	statsd.aspx?playerid=11385&position=OF
Andy Dirks	statsd.aspx?playerid=6453&position=OF
Harrison Bader	statsd.aspx?playerid=18030&position=OF
Tommy Pham	statsd.aspx?playerid=2967&position=OF
Matt Erickson	statsd.aspx?playerid=2363&position=2B/SS
Allen Craig	statsd.aspx?playerid=3433&position=1B/OF
Renato Nunez	statsd.aspx?playerid=14503&position=DH
Jose Altuve	statsd.aspx?playerid=5417&position=2B
Kevin Richardson	statsd.aspx?playerid=4852&position=C
Raimel Tapia	statsd.aspx?playerid=14350&position=OF
Scott Cousins	statsd.aspx?playerid=173&position=OF
Chris Shelton	statsd.aspx?playerid=1891&position=1B
Robert Fick	statsd.aspx?playerid=466&position=1B/OF
John Raynor	statsd.aspx?playerid=9450&position=OF
Alfredo Amezaga	statsd.aspx?playerid=1&position=OF
Lonnie Chisenhall	statsd.aspx?playerid=7571&position=3B/OF
Eric Crozier	statsd.aspx?playerid=3011&position=1B/DH
Deivi Cruz	statsd.aspx?playerid=1025&position=SS
Andrew Romine	statsd.aspx?playerid=1159&position=3B/SS
Tommy Everidge	statsd.aspx?playerid=7596&position=1B
Scott Sizemore	statsd.aspx?playerid=2881&position=2B/3B
Andres Blanco	statsd.aspx?playerid=1907&position=2B/SS
Marcus Semien	statsd.aspx?playerid=12533&position=SS
Yamaico Navarro	statsd.aspx?playerid=5665&position=3B/SS
Abraham Nunez	statsd.aspx?playerid=531&position=OF
Fred McGriff	statsd.aspx?playerid=293&position=1B
Wilson Ramos	statsd.aspx?playerid=1433&position=C
Russ Mitchell	statsd.aspx?playerid=5848&position=1B/3B
Calvin Murray	statsd.aspx?playerid=1262&position=OF
Josh Fields	statsd.aspx?playerid=7490&position=3B
David DeJesus	statsd.aspx?playerid=1825&position=OF
Carl Crawford	statsd.aspx?playerid=1201&position=OF
Brayan Pena	statsd.aspx?playerid=3231&position=C
Kendrys Morales	statsd.aspx?playerid=8610&position=1B/DH
Luke Montz	statsd.aspx?playerid=6601&position=C/DH
Greg Colbrunn	statsd.aspx?playerid=51&position=1B
Everth Cabrera	statsd.aspx?playerid=8155&position=SS
Jason Wood	statsd.aspx?playerid=1999&position=1B
Josh Bard	statsd.aspx?playerid=1578&position=C
Trevor Plouffe	statsd.aspx?playerid=7462&position=3B
Ryan Zimmerman	statsd.aspx?playerid=4220&position=3B
Skip Schumaker	statsd.aspx?playerid=3704&position=2B/OF
Alex Presley	statsd.aspx?playerid=5305&position=OF
Reid Gorecki	statsd.aspx?playerid=4603&position=OF
Juan Centeno	statsd.aspx?playerid=7168&position=C
Rafael Ortega	statsd.aspx?playerid=10323&position=OF
B.J. Surhoff	statsd.aspx?playerid=117&position=C/OF
Esteban German	statsd.aspx?playerid=1449&position=2B/3B
Jorge Posada	statsd.aspx?playerid=841&position=C
Henry Blanco	statsd.aspx?playerid=81&position=C
Kurt Suzuki	statsd.aspx?playerid=8259&position=C
Alex Gonzalez	statsd.aspx?playerid=520&position=SS
Carlos Triunfel	statsd.aspx?playerid=193&position=SS
Manny Alexander	statsd.aspx?playerid=1954&position=2B/SS
Cody Decker	statsd.aspx?playerid=9665&position=1B
Chase Headley	statsd.aspx?playerid=4720&position=3B
Miguel Cabrera	statsd.aspx?playerid=1744&position=1B/3B
Jeremy Reed	statsd.aspx?playerid=4730&position=OF
Ruben Gotay	statsd.aspx?playerid=3417&position=2B
Andrew Brown	statsd.aspx?playerid=3837&position=OF
Dee Gordon	statsd.aspx?playerid=8203&position=2B/SS
Darnell McDonald	statsd.aspx?playerid=1867&position=OF
Edwin Maysonet	statsd.aspx?playerid=5735&position=2B/SS
Sean Halton	statsd.aspx?playerid=9853&position=1B
Scooter Gennett	statsd.aspx?playerid=10339&position=2B
Charles Thomas	statsd.aspx?playerid=2962&position=OF
Troy Glaus	statsd.aspx?playerid=15&position=3B
Jae-Gyun Hwang	statsd.aspx?playerid=19369&position=3B
Bryce Harper	statsd.aspx?playerid=11579&position=OF
Brad Fullmer	statsd.aspx?playerid=13&position=1B/DH
McKay Christensen	statsd.aspx?playerid=1421&position=OF
Russ Canzler	statsd.aspx?playerid=8265&position=1B/DH/OF
Mark McLemore	statsd.aspx?playerid=1088&position=2B
Andrew Susac	statsd.aspx?playerid=13132&position=C
Scott Thorman	statsd.aspx?playerid=2238&position=1B
Freddy Galvis	statsd.aspx?playerid=6609&position=SS
J.T. Riddle	statsd.aspx?playerid=17642&position=SS
Robinson Cancel	statsd.aspx?playerid=2011&position=C
Jackie Bradley Jr.	statsd.aspx?playerid=12984&position=OF
Zelous Wheeler	statsd.aspx?playerid=8822&position=3B/OF
Adam Shabala	statsd.aspx?playerid=2954&position=OF
Hector Olivera	statsd.aspx?playerid=17528&position=3B
Jarrod Saltalamacchia	statsd.aspx?playerid=5557&position=C
Brandon Inge	statsd.aspx?playerid=470&position=3B
Amed Rosario	statsd.aspx?playerid=15518&position=SS
Alex Romero	statsd.aspx?playerid=3129&position=OF
Edgardo Alfonzo	statsd.aspx?playerid=859&position=2B/3B
Mark Reynolds	statsd.aspx?playerid=7619&position=1B/3B
Oscar Salazar	statsd.aspx?playerid=495&position=OF
Barry Bonds	statsd.aspx?playerid=1109&position=OF
Che-Hsuan Lin	statsd.aspx?playerid=3734&position=OF
Jose Morales	statsd.aspx?playerid=3726&position=C
Chris Carter	statsd.aspx?playerid=9911&position=1B/DH
Fernando Seguignol	statsd.aspx?playerid=1836&position=1B/OF
Keith Ginter	statsd.aspx?playerid=1500&position=2B/3B
Jay Bell	statsd.aspx?playerid=48&position=SS
Tug Hulett	statsd.aspx?playerid=7451&position=2B/DH
Zach Sorensen	statsd.aspx?playerid=1728&position=2B
Chris Marrero	statsd.aspx?playerid=2852&position=1B/OF
Bobby Abreu	statsd.aspx?playerid=945&position=OF
Ryan Langerhans	statsd.aspx?playerid=98&position=OF
Jay Canizaro	statsd.aspx?playerid=722&position=2B
Norihiro Nakamura	statsd.aspx?playerid=8786&position=3B
Matt Macri	statsd.aspx?playerid=7548&position=3B
Choo Freeman	statsd.aspx?playerid=1872&position=OF
Manuel Margot	statsd.aspx?playerid=14712&position=OF
Greg Norton	statsd.aspx?playerid=1388&position=1B/3B
Bengie Molina	statsd.aspx?playerid=24&position=C
Daniel Robertson	statsd.aspx?playerid=6266&position=OF
Eury Perez	statsd.aspx?playerid=10299&position=OF
Matt Franco	statsd.aspx?playerid=1499&position=1B/3B
Luis Maza	statsd.aspx?playerid=2416&position=2B/SS
Ricky Ledee	statsd.aspx?playerid=1407&position=OF
Zack Granite	statsd.aspx?playerid=15343&position=OF
Eric Hinske	statsd.aspx?playerid=1305&position=3B/OF
J.D. Drew	statsd.aspx?playerid=1152&position=OF
Nick Johnson	statsd.aspx?playerid=828&position=1B
Jacob May	statsd.aspx?playerid=14876&position=OF
Ryan LaMarre	statsd.aspx?playerid=10700&position=OF
Jason Smith	statsd.aspx?playerid=1227&position=2B/SS
Kelly Dransfeldt	statsd.aspx?playerid=1248&position=SS
Michael Morse	statsd.aspx?playerid=3035&position=1B/OF
Kevin Cash	statsd.aspx?playerid=1593&position=C
Ike Davis	statsd.aspx?playerid=8433&position=1B
Jacoby Ellsbury	statsd.aspx?playerid=4727&position=OF
Vance Wilson	statsd.aspx?playerid=903&position=C
John Mabry	statsd.aspx?playerid=1381&position=1B/OF
Pedro Severino	statsd.aspx?playerid=14523&position=C
Chris Herrmann	statsd.aspx?playerid=9284&position=C/OF
Brady Anderson	statsd.aspx?playerid=364&position=OF
Chad Allen	statsd.aspx?playerid=122&position=OF
Clint Barmes	statsd.aspx?playerid=1830&position=2B/SS
Eduardo Escobar	statsd.aspx?playerid=6153&position=SS
Eugenio Suarez	statsd.aspx?playerid=12552&position=3B/SS
Andy Dominique	statsd.aspx?playerid=1948&position=C/1B
Ben Petrick	statsd.aspx?playerid=1471&position=C
Nick Gorneault	statsd.aspx?playerid=3528&position=OF
Alberto T. Castillo	statsd.aspx?playerid=812&position=C
Jorge Velandia	statsd.aspx?playerid=900&position=2B/SS
Adam Dunn	statsd.aspx?playerid=319&position=1B/OF
Matt Davidson	statsd.aspx?playerid=7226&position=3B/DH
Mike Mordecai	statsd.aspx?playerid=1385&position=2B/3B
Ryan Theriot	statsd.aspx?playerid=3811&position=2B/SS
Geovany Soto	statsd.aspx?playerid=3707&position=C
Yangervis Solarte	statsd.aspx?playerid=5352&position=2B/3B
Spencer Kieboom	statsd.aspx?playerid=13300&position=PH/PR
Jeff Conine	statsd.aspx?playerid=131&position=1B/OF
Chip Ambres	statsd.aspx?playerid=2042&position=OF
Chris Johnson	statsd.aspx?playerid=1191&position=3B
Prentice Redman	statsd.aspx?playerid=1811&position=OF
Henry Rodriguez	statsd.aspx?playerid=1427&position=OF
Fernando Vina	statsd.aspx?playerid=1189&position=2B
Wyatt Toregas	statsd.aspx?playerid=7471&position=C
Ramon Hernandez	statsd.aspx?playerid=918&position=C
Christian Colon	statsd.aspx?playerid=11145&position=2B/3B
Jordy Mercer	statsd.aspx?playerid=6547&position=SS
Yamid Haad	statsd.aspx?playerid=2006&position=C
Antonio Perez	statsd.aspx?playerid=1708&position=2B/3B
Nori Aoki	statsd.aspx?playerid=13075&position=OF
Randy Winn	statsd.aspx?playerid=1235&position=OF
Ryan Goins	statsd.aspx?playerid=9807&position=2B/SS
Jeff Baisley	statsd.aspx?playerid=9684&position=1B/3B
Kevin Young	statsd.aspx?playerid=1018&position=1B
Brian Goodwin	statsd.aspx?playerid=12858&position=OF
Ryan Spilborghs	statsd.aspx?playerid=4521&position=OF
Gerardo Parra	statsd.aspx?playerid=8553&position=OF
Edwin Encarnacion	statsd.aspx?playerid=2151&position=1B/3B/DH
Scott Rolen	statsd.aspx?playerid=970&position=3B
Ty Kelly	statsd.aspx?playerid=7740&position=2B/3B/OF
Ivan Ochoa	statsd.aspx?playerid=2199&position=SS
Hank Conger	statsd.aspx?playerid=2505&position=C
Derek Jeter	statsd.aspx?playerid=826&position=SS
Jay Bruce	statsd.aspx?playerid=9892&position=OF
Craig Monroe	statsd.aspx?playerid=1464&position=OF
Chris Prieto	statsd.aspx?playerid=2255&position=OF
Jose Reyes	statsd.aspx?playerid=2797&position=C
Andrew Toles	statsd.aspx?playerid=13414&position=OF
Justin Knoedler	statsd.aspx?playerid=2223&position=C
Eddie Perez	statsd.aspx?playerid=400&position=C
Chad Tracy	statsd.aspx?playerid=1888&position=1B/3B
Chris Aguila	statsd.aspx?playerid=2143&position=OF
Jaycob Brugman	statsd.aspx?playerid=14936&position=OF
Corey Koskie	statsd.aspx?playerid=738&position=3B
Humberto Cota	statsd.aspx?playerid=1595&position=C
Alex Liddi	statsd.aspx?playerid=5411&position=3B
Andy Machado	statsd.aspx?playerid=1853&position=SS
Frank Thomas	statsd.aspx?playerid=255&position=1B/DH
Ivan De Jesus	statsd.aspx?playerid=9886&position=2B
Russ Johnson	statsd.aspx?playerid=1216&position=2B/3B
Omar Vizquel	statsd.aspx?playerid=411&position=SS
Leonys Martin	statsd.aspx?playerid=11846&position=OF
Brian Buscher	statsd.aspx?playerid=6234&position=3B
Adam Stern	statsd.aspx?playerid=3568&position=OF
Ian Happ	statsd.aspx?playerid=17919&position=2B/OF
Terrmel Sledge	statsd.aspx?playerid=1878&position=OF
Trey Lunsford	statsd.aspx?playerid=1614&position=C
Luis Alicea	statsd.aspx?playerid=584&position=2B
Austin Hedges	statsd.aspx?playerid=12976&position=C
Tim Anderson	statsd.aspx?playerid=15172&position=SS
Ty Wigginton	statsd.aspx?playerid=1491&position=1B/3B
Mark Budzinski	statsd.aspx?playerid=1789&position=OF
Adrian Sanchez	statsd.aspx?playerid=11338&position=2B/SS
Eddie Rosario	statsd.aspx?playerid=12155&position=OF
Shannon Stewart	statsd.aspx?playerid=1322&position=OF
Joel Guzman	statsd.aspx?playerid=3728&position=3B
Jason Kubel	statsd.aspx?playerid=2161&position=DH/OF
Sean Casey	statsd.aspx?playerid=314&position=1B
John-Ford Griffin	statsd.aspx?playerid=2182&position=DH/OF
Larry Walker	statsd.aspx?playerid=455&position=OF
Alexi Casilla	statsd.aspx?playerid=5248&position=2B
Brent Mayne	statsd.aspx?playerid=614&position=C
Brian Dinkelman	statsd.aspx?playerid=3814&position=2B/OF
Bobby Wilson	statsd.aspx?playerid=6564&position=C
Aaron Bates	statsd.aspx?playerid=2777&position=1B
Hyun Soo Kim	statsd.aspx?playerid=18718&position=OF
Lance Berkman	statsd.aspx?playerid=548&position=1B/OF
Matt Duffy	statsd.aspx?playerid=12181&position=1B/3B
Adam Frazier	statsd.aspx?playerid=15223&position=2B/OF
Mike Costanzo	statsd.aspx?playerid=3533&position=1B/DH
Josh Rabe	statsd.aspx?playerid=3007&position=DH/OF
Andrew Benintendi	statsd.aspx?playerid=17901&position=OF
Derrek Lee	statsd.aspx?playerid=525&position=1B
Scott Spiezio	statsd.aspx?playerid=37&position=1B/2B
Jose Martinez	statsd.aspx?playerid=7996&position=OF
Mike Moriarty	statsd.aspx?playerid=158&position=2B/SS
Garrett Atkins	statsd.aspx?playerid=1790&position=3B
Rene Rivera	statsd.aspx?playerid=3648&position=C
Eric Chavez	statsd.aspx?playerid=906&position=3B
Yandy Diaz	statsd.aspx?playerid=16578&position=3B
Matthew LeCroy	statsd.aspx?playerid=1456&position=C/DH
David Murphy	statsd.aspx?playerid=6035&position=OF
Juan Rivera	statsd.aspx?playerid=843&position=OF
Garrett Cooper	statsd.aspx?playerid=15279&position=1B
Robbie Grossman	statsd.aspx?playerid=5254&position=OF
Timo Perez	statsd.aspx?playerid=891&position=OF
Edwards Guzman	statsd.aspx?playerid=1115&position=C/3B
Steve Tolleson	statsd.aspx?playerid=4450&position=2B/3B
Nick Stavinoha	statsd.aspx?playerid=3909&position=OF
Barry Wesson	statsd.aspx?playerid=1552&position=OF
Darin Mastroianni	statsd.aspx?playerid=7316&position=OF
Lane Adams	statsd.aspx?playerid=10767&position=OF
Jefry Marte	statsd.aspx?playerid=5107&position=1B
Carlos Lee	statsd.aspx?playerid=243&position=OF
Dave Matranga	statsd.aspx?playerid=1752&position=2B
Casey Blake	statsd.aspx?playerid=719&position=3B
Willie Bloomquist	statsd.aspx?playerid=1066&position=SS/OF
Mitch Jones	statsd.aspx?playerid=3006&position=DH/OF
Kevin Russo	statsd.aspx?playerid=3630&position=3B/OF
Tomas Perez	statsd.aspx?playerid=965&position=2B/3B/SS
Adam Piatt	statsd.aspx?playerid=935&position=OF
Kevin Brown	statsd.aspx?playerid=178&position=C
Jon Singleton	statsd.aspx?playerid=10441&position=1B
Ramon Flores	statsd.aspx?playerid=11165&position=OF
Jake Fox	statsd.aspx?playerid=6267&position=OF
Zoilo Almonte	statsd.aspx?playerid=6732&position=OF
Scott Van Slyke	statsd.aspx?playerid=4365&position=OF
Kaz Matsui	statsd.aspx?playerid=1854&position=2B
Ryan Jackson	statsd.aspx?playerid=6596&position=2B
Salvador Perez	statsd.aspx?playerid=7304&position=C
Joey Gallo	statsd.aspx?playerid=14128&position=3B
Ramon Nivar	statsd.aspx?playerid=1781&position=OF
Ryan Rohlinger	statsd.aspx?playerid=2621&position=3B
Ramiro Pena	statsd.aspx?playerid=8841&position=2B/3B/SS
Johnny Giavotella	statsd.aspx?playerid=6740&position=2B
Jhonatan Solano	statsd.aspx?playerid=7515&position=C
Shane Halter	statsd.aspx?playerid=468&position=3B/SS
Steve Pearce	statsd.aspx?playerid=9957&position=1B/OF
Mitch Haniger	statsd.aspx?playerid=14274&position=OF
Ryan McGuire	statsd.aspx?playerid=155&position=1B/OF
Hector Sanchez	statsd.aspx?playerid=10289&position=C
Ryan Jorgensen	statsd.aspx?playerid=7056&position=C
Justin Leone	statsd.aspx?playerid=2157&position=3B
Brandon Drury	statsd.aspx?playerid=11615&position=2B/OF
Dan Uggla	statsd.aspx?playerid=3442&position=2B
Luis Valbuena	statsd.aspx?playerid=4969&position=3B
Phil Gosselin	statsd.aspx?playerid=10953&position=2B
Adam Melhuse	statsd.aspx?playerid=294&position=C
Johnny Damon	statsd.aspx?playerid=185&position=OF
Daniel Murphy	statsd.aspx?playerid=4316&position=2B
Logan Watkins	statsd.aspx?playerid=4875&position=2B
Ramon Castro	statsd.aspx?playerid=7026&position=3B
Orlando Arcia	statsd.aspx?playerid=13185&position=SS
Billy Butler	statsd.aspx?playerid=7399&position=1B/DH
Willy Taveras	statsd.aspx?playerid=1876&position=OF
Josmil Pinto	statsd.aspx?playerid=6806&position=C/DH
Ryan Lavarnway	statsd.aspx?playerid=8879&position=C
Hector Gimenez	statsd.aspx?playerid=2172&position=C
Adam Hyzdu	statsd.aspx?playerid=1543&position=OF
Brian Esposito	statsd.aspx?playerid=3085&position=C
Jason Dubois	statsd.aspx?playerid=1941&position=OF
Chris Snyder	statsd.aspx?playerid=4606&position=C
Glenn Williams	statsd.aspx?playerid=1991&position=3B
Barbaro Canizares	statsd.aspx?playerid=6246&position=1B
Brett Carroll	statsd.aspx?playerid=8066&position=OF
Juan Lagares	statsd.aspx?playerid=5384&position=OF
Mikie Mahtook	statsd.aspx?playerid=13130&position=OF
Pokey Reese	statsd.aspx?playerid=1004&position=2B/SS
Brock Peterson	statsd.aspx?playerid=4984&position=1B/OF
Joe Vitiello	statsd.aspx?playerid=1748&position=1B/DH
Damian Miller	statsd.aspx?playerid=65&position=C
Ryan Thompson	statsd.aspx?playerid=713&position=OF
Peter Bourjos	statsd.aspx?playerid=2578&position=OF
Frank Catalanotto	statsd.aspx?playerid=1241&position=OF
Tyler White	statsd.aspx?playerid=15564&position=1B
Pedro Florimon	statsd.aspx?playerid=8385&position=SS
Adrian Cardenas	statsd.aspx?playerid=9514&position=2B
Danny Richar	statsd.aspx?playerid=3767&position=2B
Russ Adams	statsd.aspx?playerid=4519&position=SS
Yasmany Tomas	statsd.aspx?playerid=17171&position=OF
Angel Pagan	statsd.aspx?playerid=2918&position=OF
Alex Mejia	statsd.aspx?playerid=13877&position=2B/3B/SS
Jason Rogers	statsd.aspx?playerid=11773&position=1B
Kit Pellow	statsd.aspx?playerid=1576&position=OF
Alan Zinter	statsd.aspx?playerid=581&position=1B
D'Angelo Jimenez	statsd.aspx?playerid=1038&position=2B
Austin Kearns	statsd.aspx?playerid=332&position=OF
Andy LaRoche	statsd.aspx?playerid=6444&position=3B
Tony Pena	statsd.aspx?playerid=2240&position=SS
John Gall	statsd.aspx?playerid=2142&position=OF
Willie Harris	statsd.aspx?playerid=236&position=2B/OF
Chris Bostick	statsd.aspx?playerid=13718&position=OF
Andy Cannizaro	statsd.aspx?playerid=7068&position=SS
Brian Banks	statsd.aspx?playerid=1589&position=C/1B/OF
Wilkin Castillo	statsd.aspx?playerid=5124&position=2B/OF
Gorkys Hernandez	statsd.aspx?playerid=4146&position=OF
Angel Echevarria	statsd.aspx?playerid=1498&position=1B/OF
Tony Alvarez	statsd.aspx?playerid=1587&position=OF
Ian Kinsler	statsd.aspx?playerid=6195&position=2B
Mike Matheny	statsd.aspx?playerid=1169&position=C
Charlie Blackmon	statsd.aspx?playerid=7859&position=OF
